BOROUGH,Job Type,Residential,Permit Status,Issuance Date,NTA_NAME
BROOKLYN,NB,YES,ISSUED,11/02/2023,Cypress Hills-City Line
BRONX,NB,YES,ISSUED,11/02/2023,East Tremont
QUEENS,NB,YES,ISSUED,11/02/2023,Murray Hill
QUEENS,NB,YES,ISSUED,11/02/2023,Woodside
MANHATTAN,NB,YES,ISSUED,11/02/2023,Washington Heights South
BROOKLYN,NB,YES,ISSUED,11/01/2023,Ocean Hill
QUEENS,NB,YES,ISSUED,11/01/2023,Jamaica
QUEENS,NB,YES,ISSUED,11/01/2023,Jamaica
BROOKLYN,NB,YES,ISSUED,11/01/2023,Sunset Park West
QUEENS,NB,YES,ISSUED,11/01/2023,Jamaica
BRONX,NB,YES,ISSUED,11/01/2023,Melrose South-Mott Haven North
BROOKLYN,NB,YES,ISSUED,11/01/2023,Crown Heights South
BRONX,NB,YES,ISSUED,11/01/2023,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,11/01/2023,Melrose South-Mott Haven North
QUEENS,NB,YES,ISSUED,11/01/2023,Maspeth
BRONX,NB,YES,ISSUED,11/01/2023,Van Nest-Morris Park-Westchester Square
QUEENS,NB,YES,ISSUED,11/01/2023,Old Astoria
BROOKLYN,NB,YES,ISSUED,11/01/2023,Ocean Hill
BRONX,NB,YES,ISSUED,10/31/2023,Allerton-Pelham Gardens
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
QUEENS,NB,YES,ISSUED,10/31/2023,Douglas Manor-Douglaston-Little Neck
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BROOKLYN,NB,YES,ISSUED,10/31/2023,East Williamsburg
BRONX,NB,YES,ISSUED,10/31/2023,Allerton-Pelham Gardens
BRONX,NB,YES,ISSUED,10/31/2023,Allerton-Pelham Gardens
STATEN ISLAND,NB,YES,ISSUED,10/31/2023,Grasmere-Arrochar-Ft. Wadsworth
BROOKLYN,NB,YES,ISSUED,10/31/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/31/2023,Crown Heights North
MANHATTAN,NB,YES,ISSUED,10/31/2023,East Harlem North
MANHATTAN,NB,YES,ISSUED,10/31/2023,East Harlem North
MANHATTAN,NB,YES,ISSUED,10/31/2023,East Harlem North
MANHATTAN,NB,YES,ISSUED,10/31/2023,Central Harlem South
BRONX,NB,YES,ISSUED,10/31/2023,Allerton-Pelham Gardens
BRONX,NB,YES,ISSUED,10/31/2023,Bedford Park-Fordham North
BROOKLYN,NB,YES,ISSUED,10/31/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/30/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/30/2023,Clinton Hill
QUEENS,NB,YES,ISSUED,10/30/2023,East Flushing
MANHATTAN,NB,YES,ISSUED,10/30/2023,Chinatown
QUEENS,NB,YES,ISSUED,10/30/2023,Whitestone
QUEENS,NB,YES,ISSUED,10/30/2023,Whitestone
QUEENS,NB,YES,ISSUED,10/30/2023,Forest Hills
QUEENS,NB,YES,ISSUED,10/30/2023,Whitestone
BROOKLYN,NB,YES,ISSUED,10/30/2023,Canarsie
STATEN ISLAND,NB,YES,ISSUED,10/30/2023,Annadale-Huguenot-Prince's Bay-Eltingville
BROOKLYN,NB,YES,ISSUED,10/30/2023,Bedford
STATEN ISLAND,NB,YES,ISSUED,10/29/2023,Stapleton-Rosebank
QUEENS,NB,YES,ISSUED,10/29/2023,Jamaica
QUEENS,NB,YES,ISSUED,10/29/2023,Jamaica
QUEENS,NB,YES,ISSUED,10/29/2023,Jamaica
QUEENS,NB,YES,ISSUED,10/29/2023,Corona
QUEENS,NB,YES,ISSUED,10/29/2023,Corona
BROOKLYN,NB,YES,ISSUED,10/28/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,10/28/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,10/28/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,10/27/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
STATEN ISLAND,NB,YES,ISSUED,10/27/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,10/27/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,10/27/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,10/27/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,10/27/2023,Stapleton-Rosebank
QUEENS,NB,YES,ISSUED,10/27/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,10/27/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,10/27/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,10/27/2023,Old Astoria
STATEN ISLAND,NB,YES,ISSUED,10/27/2023,Rossville-Woodrow
QUEENS,NB,YES,ISSUED,10/27/2023,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,10/27/2023,Laurelton
QUEENS,NB,YES,ISSUED,10/27/2023,Laurelton
QUEENS,NB,YES,ISSUED,10/27/2023,Jamaica
MANHATTAN,NB,YES,ISSUED,10/27/2023,Central Harlem South
BROOKLYN,NB,YES,ISSUED,10/27/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/27/2023,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,10/27/2023,East Flatbush-Farragut
MANHATTAN,NB,YES,ISSUED,10/27/2023,Upper East Side-Carnegie Hill
QUEENS,NB,YES,ISSUED,10/27/2023,North Corona
QUEENS,NB,YES,ISSUED,10/27/2023,North Corona
QUEENS,NB,YES,ISSUED,10/27/2023,North Corona
BROOKLYN,NB,YES,ISSUED,10/27/2023,Borough Park
MANHATTAN,NB,YES,ISSUED,10/27/2023,Upper East Side-Carnegie Hill
BROOKLYN,NB,YES,ISSUED,10/26/2023,Homecrest
QUEENS,NB,YES,ISSUED,10/26/2023,Whitestone
STATEN ISLAND,NB,YES,ISSUED,10/26/2023,Old Town-Dongan Hills-South Beach
BROOKLYN,NB,YES,ISSUED,10/26/2023,Sunset Park West
BROOKLYN,NB,YES,ISSUED,10/26/2023,Prospect Lefferts Gardens-Wingate
QUEENS,NB,YES,ISSUED,10/26/2023,South Jamaica
BROOKLYN,NB,YES,ISSUED,10/26/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/26/2023,Clinton Hill
QUEENS,NB,YES,ISSUED,10/26/2023,Whitestone
QUEENS,NB,YES,ISSUED,10/26/2023,Whitestone
STATEN ISLAND,NB,YES,ISSUED,10/25/2023,Stapleton-Rosebank
QUEENS,NB,YES,ISSUED,10/25/2023,Hollis
QUEENS,NB,YES,ISSUED,10/25/2023,Hollis
QUEENS,NB,YES,ISSUED,10/25/2023,Hollis
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Baisley Park
QUEENS,NB,YES,ISSUED,10/25/2023,Baisley Park
QUEENS,NB,YES,ISSUED,10/25/2023,Baisley Park
QUEENS,NB,YES,ISSUED,10/25/2023,South Ozone Park
QUEENS,NB,YES,ISSUED,10/25/2023,South Ozone Park
QUEENS,NB,YES,ISSUED,10/25/2023,South Ozone Park
QUEENS,NB,YES,ISSUED,10/25/2023,St. Albans
QUEENS,NB,YES,ISSUED,10/25/2023,St. Albans
QUEENS,NB,YES,ISSUED,10/25/2023,St. Albans
QUEENS,NB,YES,ISSUED,10/25/2023,St. Albans
QUEENS,NB,YES,ISSUED,10/25/2023,St. Albans
QUEENS,NB,YES,ISSUED,10/25/2023,St. Albans
QUEENS,NB,YES,ISSUED,10/25/2023,Jamaica
QUEENS,NB,YES,ISSUED,10/25/2023,Woodside
BROOKLYN,NB,YES,ISSUED,10/25/2023,North Side-South Side
BROOKLYN,NB,YES,ISSUED,10/25/2023,East Williamsburg
BROOKLYN,NB,YES,ISSUED,10/25/2023,Carroll Gardens-Columbia Street-Red Hook
MANHATTAN,NB,YES,ISSUED,10/25/2023,Morningside Heights
QUEENS,NB,YES,ISSUED,10/25/2023,Oakland Gardens
QUEENS,NB,YES,ISSUED,10/25/2023,Flushing
QUEENS,NB,YES,ISSUED,10/25/2023,Flushing
QUEENS,NB,YES,ISSUED,10/25/2023,Cambria Heights
QUEENS,NB,YES,ISSUED,10/25/2023,Cambria Heights
QUEENS,NB,YES,ISSUED,10/25/2023,Cambria Heights
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
QUEENS,NB,YES,ISSUED,10/25/2023,Queens Village
BROOKLYN,NB,YES,ISSUED,10/24/2023,Bedford
BROOKLYN,NB,YES,ISSUED,10/24/2023,Ocean Hill
QUEENS,NB,YES,ISSUED,10/24/2023,Flushing
BROOKLYN,NB,YES,ISSUED,10/24/2023,Bedford
BROOKLYN,NB,YES,ISSUED,10/24/2023,Bedford
BROOKLYN,NB,YES,ISSUED,10/24/2023,Flatbush
BROOKLYN,NB,YES,ISSUED,10/24/2023,East Flatbush-Farragut
MANHATTAN,NB,YES,ISSUED,10/24/2023,Clinton
BROOKLYN,NB,YES,ISSUED,10/24/2023,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,10/24/2023,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,10/24/2023,Clinton Hill
QUEENS,NB,YES,ISSUED,10/24/2023,Rego Park
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/24/2023,Richmond Hill
QUEENS,NB,YES,ISSUED,10/24/2023,Hollis
BROOKLYN,NB,YES,ISSUED,10/24/2023,Homecrest
BRONX,NB,YES,ISSUED,10/24/2023,University Heights-Morris Heights
QUEENS,NB,YES,ISSUED,10/23/2023,Bayside-Bayside Hills
QUEENS,NB,YES,ISSUED,10/23/2023,Hunters Point-Sunnyside-West Maspeth
BRONX,NB,YES,ISSUED,10/23/2023,Hunts Point
BROOKLYN,NB,YES,ISSUED,10/23/2023,Brighton Beach
MANHATTAN,NB,YES,ISSUED,10/23/2023,Central Harlem North-Polo Grounds
QUEENS,NB,YES,ISSUED,10/23/2023,Middle Village
QUEENS,NB,YES,ISSUED,10/23/2023,Steinway
MANHATTAN,NB,YES,ISSUED,10/23/2023,Morningside Heights
BROOKLYN,NB,YES,ISSUED,10/23/2023,Sunset Park West
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,New Springville-Bloomfield-Travis
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,New Springville-Bloomfield-Travis
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,New Springville-Bloomfield-Travis
STATEN ISLAND,NB,YES,ISSUED,10/23/2023,New Springville-Bloomfield-Travis
QUEENS,NB,YES,ISSUED,10/23/2023,Flushing
QUEENS,NB,YES,ISSUED,10/23/2023,Flushing
QUEENS,NB,YES,ISSUED,10/23/2023,Flushing
QUEENS,NB,YES,ISSUED,10/20/2023,Springfield Gardens South-Brookville
BRONX,NB,YES,ISSUED,10/20/2023,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,10/20/2023,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,10/20/2023,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,10/20/2023,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,10/20/2023,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,10/20/2023,Woodlawn-Wakefield
BROOKLYN,NB,YES,ISSUED,10/20/2023,Midwood
STATEN ISLAND,NB,YES,ISSUED,10/20/2023,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
QUEENS,NB,YES,ISSUED,10/20/2023,Forest Hills
QUEENS,NB,YES,ISSUED,10/20/2023,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,NB,YES,ISSUED,10/20/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BROOKLYN,NB,YES,ISSUED,10/19/2023,Crown Heights South
STATEN ISLAND,NB,YES,ISSUED,10/19/2023,New Brighton-Silver Lake
STATEN ISLAND,NB,YES,ISSUED,10/19/2023,New Brighton-Silver Lake
STATEN ISLAND,NB,YES,ISSUED,10/19/2023,New Brighton-Silver Lake
BROOKLYN,NB,YES,ISSUED,10/19/2023,Homecrest
STATEN ISLAND,NB,YES,ISSUED,10/19/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/19/2023,Charleston-Richmond Valley-Tottenville
BRONX,NB,YES,ISSUED,10/19/2023,Spuyten Duyvil-Kingsbridge
QUEENS,NB,YES,ISSUED,10/19/2023,Forest Hills
QUEENS,NB,YES,ISSUED,10/19/2023,Hammels-Arverne-Edgemere
QUEENS,NB,YES,ISSUED,10/18/2023,Hammels-Arverne-Edgemere
QUEENS,NB,YES,ISSUED,10/18/2023,College Point
QUEENS,NB,YES,ISSUED,10/18/2023,College Point
QUEENS,NB,YES,ISSUED,10/18/2023,South Ozone Park
BRONX,NB,YES,ISSUED,10/18/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/18/2023,Crotona Park East
BROOKLYN,NB,YES,ISSUED,10/18/2023,Borough Park
BROOKLYN,NB,YES,ISSUED,10/18/2023,Midwood
BROOKLYN,NB,YES,ISSUED,10/18/2023,Homecrest
BROOKLYN,NB,YES,ISSUED,10/18/2023,Prospect Lefferts Gardens-Wingate
QUEENS,NB,YES,ISSUED,10/18/2023,Hammels-Arverne-Edgemere
QUEENS,NB,YES,ISSUED,10/17/2023,Old Astoria
BROOKLYN,NB,YES,ISSUED,10/17/2023,Borough Park
BRONX,NB,YES,ISSUED,10/17/2023,Belmont
BRONX,NB,YES,ISSUED,10/17/2023,Parkchester
BRONX,NB,YES,ISSUED,10/17/2023,Crotona Park East
QUEENS,NB,YES,ISSUED,10/17/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,10/17/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,10/17/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,10/17/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,10/17/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,10/17/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,10/17/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/17/2023,Elmhurst
QUEENS,NB,YES,ISSUED,10/17/2023,Forest Hills
QUEENS,NB,YES,ISSUED,10/17/2023,Elmhurst
BROOKLYN,NB,YES,ISSUED,10/17/2023,Bay Ridge
BROOKLYN,NB,YES,ISSUED,10/17/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/17/2023,Clinton Hill
BROOKLYN,NB,YES,ISSUED,10/17/2023,Borough Park
QUEENS,NB,YES,ISSUED,10/17/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/17/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/17/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/16/2023,Fresh Meadows-Utopia
BRONX,NB,YES,ISSUED,10/16/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/16/2023,Fordham South
QUEENS,NB,YES,ISSUED,10/16/2023,Ridgewood
BRONX,NB,YES,ISSUED,10/16/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,10/16/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,10/16/2023,Van Cortlandt Village
QUEENS,NB,YES,ISSUED,10/16/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/16/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/16/2023,Elmhurst
BROOKLYN,NB,YES,ISSUED,10/16/2023,Crown Heights North
BROOKLYN,NB,YES,ISSUED,10/16/2023,Crown Heights North
BRONX,NB,YES,ISSUED,10/16/2023,Pelham Bay-Country Club-City Island
QUEENS,NB,YES,ISSUED,10/16/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/16/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/16/2023,Old Astoria
BRONX,NB,YES,ISSUED,10/16/2023,Longwood
QUEENS,NB,YES,ISSUED,10/13/2023,Elmhurst
BRONX,NB,YES,ISSUED,10/13/2023,Eastchester-Edenwald-Baychester
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,Grymes Hill-Clifton-Fox Hills
QUEENS,NB,YES,ISSUED,10/13/2023,South Jamaica
QUEENS,NB,YES,ISSUED,10/13/2023,Pomonok-Flushing Heights-Hillcrest
QUEENS,NB,YES,ISSUED,10/13/2023,Pomonok-Flushing Heights-Hillcrest
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,New Dorp-Midland Beach
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,New Dorp-Midland Beach
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,New Dorp-Midland Beach
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,New Dorp-Midland Beach
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,10/13/2023,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,YES,ISSUED,10/12/2023,Seagate-Coney Island
STATEN ISLAND,NB,YES,ISSUED,10/12/2023,Old Town-Dongan Hills-South Beach
QUEENS,NB,YES,ISSUED,10/12/2023,Elmhurst-Maspeth
MANHATTAN,NB,YES,ISSUED,10/12/2023,Clinton
BROOKLYN,NB,YES,ISSUED,10/12/2023,East New York
BROOKLYN,NB,YES,ISSUED,10/11/2023,Sunset Park East
MANHATTAN,NB,YES,ISSUED,10/11/2023,Lenox Hill-Roosevelt Island
MANHATTAN,NB,YES,ISSUED,10/11/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,10/11/2023,Lower East Side
BRONX,NB,YES,ISSUED,10/11/2023,North Riverdale-Fieldston-Riverdale
BROOKLYN,NB,YES,ISSUED,10/11/2023,Carroll Gardens-Columbia Street-Red Hook
BROOKLYN,NB,YES,ISSUED,10/11/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/11/2023,Carroll Gardens-Columbia Street-Red Hook
BROOKLYN,NB,YES,ISSUED,10/11/2023,Carroll Gardens-Columbia Street-Red Hook
BROOKLYN,NB,YES,ISSUED,10/11/2023,Carroll Gardens-Columbia Street-Red Hook
BROOKLYN,NB,YES,ISSUED,10/11/2023,North Side-South Side
BROOKLYN,NB,YES,ISSUED,10/11/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/11/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/11/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/11/2023,North Side-South Side
BRONX,NB,YES,ISSUED,10/11/2023,Melrose South-Mott Haven North
BROOKLYN,NB,YES,ISSUED,10/11/2023,Seagate-Coney Island
BRONX,NB,YES,ISSUED,10/11/2023,North Riverdale-Fieldston-Riverdale
STATEN ISLAND,NB,YES,ISSUED,10/11/2023,New Dorp-Midland Beach
MANHATTAN,NB,YES,ISSUED,10/11/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,10/10/2023,Upper West Side
STATEN ISLAND,NB,YES,ISSUED,10/10/2023,Old Town-Dongan Hills-South Beach
BROOKLYN,NB,YES,ISSUED,10/10/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,10/10/2023,Kensington-Ocean Parkway
MANHATTAN,NB,YES,ISSUED,10/10/2023,Battery Park City-Lower Manhattan
QUEENS,NB,YES,ISSUED,10/10/2023,Flushing
QUEENS,NB,YES,ISSUED,10/10/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,10/10/2023,Hunters Point-Sunnyside-West Maspeth
BRONX,NB,YES,ISSUED,10/10/2023,Norwood
MANHATTAN,NB,YES,ISSUED,10/10/2023,Battery Park City-Lower Manhattan
MANHATTAN,NB,YES,ISSUED,10/10/2023,Lenox Hill-Roosevelt Island
QUEENS,NB,YES,ISSUED,10/10/2023,Hunters Point-Sunnyside-West Maspeth
BRONX,NB,YES,ISSUED,10/10/2023,Norwood
BRONX,NB,YES,ISSUED,10/10/2023,Norwood
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Old Town-Dongan Hills-South Beach
BROOKLYN,NB,YES,ISSUED,10/09/2023,Prospect Lefferts Gardens-Wingate
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,10/09/2023,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,YES,ISSUED,10/06/2023,East New York
BROOKLYN,NB,YES,ISSUED,10/06/2023,East New York
BROOKLYN,NB,YES,ISSUED,10/06/2023,Brownsville
MANHATTAN,NB,YES,ISSUED,10/06/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,10/05/2023,Battery Park City-Lower Manhattan
STATEN ISLAND,NB,YES,ISSUED,10/05/2023,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,YES,ISSUED,10/05/2023,Sunset Park East
BROOKLYN,NB,YES,ISSUED,10/05/2023,Seagate-Coney Island
QUEENS,NB,YES,ISSUED,10/05/2023,Flushing
MANHATTAN,NB,YES,ISSUED,10/05/2023,Hudson Yards-Chelsea-Flatiron-Union Square
QUEENS,NB,YES,ISSUED,10/05/2023,Pomonok-Flushing Heights-Hillcrest
QUEENS,NB,YES,ISSUED,10/05/2023,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,10/05/2023,Whitestone
BROOKLYN,NB,YES,ISSUED,10/05/2023,Brownsville
BRONX,NB,YES,ISSUED,10/04/2023,Van Nest-Morris Park-Westchester Square
BROOKLYN,NB,YES,ISSUED,10/04/2023,North Side-South Side
BROOKLYN,NB,YES,ISSUED,10/04/2023,Borough Park
QUEENS,NB,YES,ISSUED,10/04/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,10/04/2023,Queensbridge-Ravenswood-Long Island City
STATEN ISLAND,NB,YES,ISSUED,10/04/2023,West New Brighton-New Brighton-St. George
MANHATTAN,NB,YES,ISSUED,10/04/2023,Central Harlem South
MANHATTAN,NB,YES,ISSUED,10/04/2023,Central Harlem South
MANHATTAN,NB,YES,ISSUED,10/04/2023,Central Harlem South
BROOKLYN,NB,YES,ISSUED,10/04/2023,Park Slope-Gowanus
BRONX,NB,YES,ISSUED,10/03/2023,Pelham Bay-Country Club-City Island
BROOKLYN,NB,YES,ISSUED,10/03/2023,Greenpoint
BROOKLYN,NB,YES,ISSUED,10/03/2023,Prospect Lefferts Gardens-Wingate
BRONX,NB,YES,ISSUED,10/03/2023,Pelham Bay-Country Club-City Island
MANHATTAN,NB,YES,ISSUED,10/03/2023,Central Harlem North-Polo Grounds
QUEENS,NB,YES,ISSUED,10/03/2023,Oakland Gardens
QUEENS,NB,YES,ISSUED,10/03/2023,Oakland Gardens
BRONX,NB,YES,ISSUED,10/03/2023,East Tremont
BROOKLYN,NB,YES,ISSUED,10/03/2023,Homecrest
BROOKLYN,NB,YES,ISSUED,10/03/2023,Homecrest
BROOKLYN,NB,YES,ISSUED,10/03/2023,Park Slope-Gowanus
QUEENS,NB,YES,ISSUED,10/02/2023,Old Astoria
QUEENS,NB,YES,ISSUED,10/02/2023,
QUEENS,NB,YES,ISSUED,10/02/2023,South Ozone Park
QUEENS,NB,YES,ISSUED,10/02/2023,East Elmhurst
BRONX,NB,YES,ISSUED,10/02/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,10/02/2023,Bedford Park-Fordham North
BROOKLYN,NB,YES,ISSUED,10/02/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,10/02/2023,Brownsville
